claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,verifiable_kosis,unverifiable_reason,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,extraction_model,prompt_version,extracted_at
A0006-C013,-,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.","선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다.","바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",국내공식통계,N,N,정보부족,무역,석유화학 수출액,"석유화학, 수출단가, 수출물량",-,-,-,석유화학,-,-,-,2024,-,Y,확정,-,-,-,-,-,-,-,-,-,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",high,N,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
A0006-C014,-,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.","석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,해외통계·정책,Y,N,해외통계,무역,"바이오헬스 수출, 농수산식품 수출, 화장품 수출","바이오시밀러, 의약품, K푸드, K뷰티, 수출액, 수출실적",-,-,-,"바이오헬스, 농수산식품, 화장품",-,-,-,2024,-,Y,확정,-,-,-,-,-,-,-,-,-,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",high,N,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
A0006-C015,A0006-C015-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",15개월 연속 플러스 흐름을 이어간 것이다.,국내공식통계,Y,Y,-,무역,수출액,"수출액, 수출 증가율, 12월",-,-,-,-,-,-,-,202512,-,M,확정,현재값,614,-,-,N,억달러,수준값,증가,전년동월,◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,high,N,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
A0006-C015,A0006-C015-m2,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",15개월 연속 플러스 흐름을 이어간 것이다.,국내공식통계,Y,Y,-,무역,수출액,"수출액, 수출 증가율, 12월",-,-,-,-,-,-,-,202512,-,M,확정,증감률,6.6,-,-,N,%,증감률,증가,전년동월,◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,high,N,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
A0006-C016,-,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,15개월 연속 플러스 흐름을 이어간 것이다.,◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,특히 감소 추세를 보이던 수출 증가율이 5개월 만에 반등에 성공했다.,국내공식통계,Y,Y,-,무역,수출액,"수출액, 수출 증가율, 15개월 연속 플러스 흐름",-,-,-,-,-,-,-,2024H12,-,H,확정,-,-,-,-,-,-,-,-,-,15개월 연속 플러스 흐름을 이어간 것이다.,mid,Y,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
A0006-C017,-,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,특히 감소 추세를 보이던 수출 증가율이 5개월 만에 반등에 성공했다.,15개월 연속 플러스 흐름을 이어간 것이다.,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",해외통계·정책,Y,N,해외통계,무역,수출 증가율,"수출 증가율, 5개월 만에 반등, 12월",-,-,-,-,-,-,-,202512,-,M,확정,-,-,-,-,-,-,-,-,-,특히 감소 추세를 보이던 수출 증가율이 5개월 만에 반등에 성공했다.,high,N,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
A0006-C018,A0006-C018-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",특히 감소 추세를 보이던 수출 증가율이 5개월 만에 반등에 성공했다.,12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.,국내공식통계,Y,Y,-,무역,수출 증가율,"수출 증가율, 월간 수출 증가율, 반도체",-,-,-,-,-,-,-,2024Q4,-,Q,확정,현재값,6.6,-,-,N,%,증감률,증가,전년동기,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",high,N,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
A0006-C018,A0006-C018-m2,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",특히 감소 추세를 보이던 수출 증가율이 5개월 만에 반등에 성공했다.,12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.,국내공식통계,Y,Y,-,무역,수출 증가율,"수출 증가율, 월간 수출 증가율, 반도체",-,-,-,-,-,-,-,2024Q4,-,Q,확정,이전값,1.4,-,-,N,%,증감률,감소,전년동기,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",high,N,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
A0006-C019,A0006-C019-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",-,국내공식통계,Y,Y,-,무역,수출 증가율,"반도체, 수출, 증가율",-,-,-,반도체,-,-,-,202512,-,M,확정,현재값,31.5,-,-,N,%,증감률,증가,전년동월,"""12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.""",high,N,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
A0006-C019,A0006-C019-m2,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",-,국내공식통계,Y,Y,-,무역,수출 증가율,"반도체, 수출, 증가율",-,-,-,반도체,-,-,-,202512,-,M,확정,현재값,145000000000,-,-,N,달러,수준값,-,전년동기,"""12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.""",high,N,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
A0007-C002,-,A0007,"외신 “2024년, 2018년 이후 가장 항공 희생자 많은 해 됐다”",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/CQYMZH3PHRHZ7CXJFKL5PT4AB4,영국 항공 데이터분석 기관 시리움(Cirium)에 따르면 지난해 여객기 사고로 숨진 사람은 세계에서 318명에 이른다.,0 2024년이 무안공항 제주항공 참사와 아제르바이잔 항공기 추락 사건을 계기로 2018년 이후 가장 많은 사망자가 발생한 해가 됐다.,보잉 737 맥스 여객기가 자카르타에서 추락한 사고로 189명이 사망한 사건이 발생한 2018년(전체 사망자 526명) 이후 가장 많다.,해외통계·정책,N,N,해외통계,기타,지난해 여객기 사고로 숨진 사람 수,"영국 항공 데이터분석 기관 시리움, 여객기 사고, 사망자",-,-,-,-,-,-,-,2024,-,-,확정,-,-,-,-,-,-,-,-,-,영국 항공 데이터분석 기관 시리움(Cirium)에 따르면 지난해 여객기 사고로 숨진 사람은 세계에서 318명에 이른다.,high,N,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
A0009-C001,-,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,7 2023년 국적기로 국제선을 이용한 여객 4720만여 명 가운데 저비용항공사(LCC) 이용객이 2419만여 명으로 대형항공사(대한항공·아시아나항공) 이용객 2300만여 명을 처음으로 넘어섰다.,-,"국내선 여객수는 일찌감치 넘어섰지만, 난공불락 같았던 국제선 역시 LCC를 타고 해외로 나가는 사람이 더 많아진 것이다.",국내공식통계,N,N,정보부족,무역,국제선 여객수,"국적기, 국제선, 여객, 저비용항공사, 대형항공사",-,-,-,-,-,-,-,2023,-,-,확정,-,-,-,-,-,-,-,-,-,7 2023년 국적기로 국제선을 이용한 여객 4720만여 명 가운데 저비용항공사(LCC) 이용객이 2419만여 명으로 대형항공사(대한항공·아시아나항공) 이용객 2300만여 명을 처음으로 넘어섰다.,high,N,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
A0009-C002,-,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"국내선 여객수는 일찌감치 넘어섰지만, 난공불락 같았던 국제선 역시 LCC를 타고 해외로 나가는 사람이 더 많아진 것이다.",7 2023년 국적기로 국제선을 이용한 여객 4720만여 명 가운데 저비용항공사(LCC) 이용객이 2419만여 명으로 대형항공사(대한항공·아시아나항공) 이용객 2300만여 명을 처음으로 넘어섰다.,"이처럼 LCC 이용객은 빠르게 늘고 있지만, ‘제1 원칙’인 안전 투자에선 정반대의 결과가 벌어지고 있다.",국내공식통계,N,N,정보부족,무역,국제선 여객수,"저비용항공사, LCC, 대형항공사, 대한항공, 아시아나항공",-,-,-,-,-,-,-,202301,-,M,확정,-,-,-,-,-,-,-,-,-,"국내선 여객수는 일찌감치 넘어섰지만, 난공불락 같았던 국제선 역시 LCC를 타고 해외로 나가는 사람이 더 많아진 것이다.",high,N,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
A0009-C004,-,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"31일 본지가 국토교통부의 항공 정비사 통계를 분석한 결과, 대한항공과 아시아나 2사 소속이 전체의 72.6%를 차지하는 것으로 나타났다.","이처럼 LCC 이용객은 빠르게 늘고 있지만, ‘제1 원칙’인 안전 투자에선 정반대의 결과가 벌어지고 있다.",반면 운송 여객 수가 더 많은 LCC 10사(여객·화물 항공사 포함)의 정비사 비율은 27.4%에 그쳤다.,국내공식통계,N,N,정보부족,고용,정비사 비율,"국토교통부, 항공 정비사, 대한항공, 아시아나, LCC",-,-,-,-,-,-,-,202501,-,M,확정,-,-,-,-,-,-,-,-,-,"31일 본지가 국토교통부의 항공 정비사 통계를 분석한 결과, 대한항공과 아시아나 2사 소속이 전체의 72.6%를 차지하는 것으로 나타났다.",high,N,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
A0009-C005,-,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,반면 운송 여객 수가 더 많은 LCC 10사(여객·화물 항공사 포함)의 정비사 비율은 27.4%에 그쳤다.,"31일 본지가 국토교통부의 항공 정비사 통계를 분석한 결과, 대한항공과 아시아나 2사 소속이 전체의 72.6%를 차지하는 것으로 나타났다.","‘박리다매’ 전략으로 해외 중고기를 도입해, 중·단거리 위주의 잦은 운항을 지속하는 LCC들이 정작 정비와 같은 안전 투자에는 상대적으로 소홀하다는 뜻이다.",국내공식통계,N,N,정보부족,고용,정비사 비율,"LCC, 정비사, 비율",-,-,-,운송 여객,-,-,-,202501,-,M,확정,-,-,-,-,-,-,-,-,-,반면 운송 여객 수가 더 많은 LCC 10사(여객·화물 항공사 포함)의 정비사 비율은 27.4%에 그쳤다.,high,N,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
A0009-C009,-,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.","이같은 우려가 커지자, 제주항공은 이날 브리핑을 갖고 “2025년 3월까지 운항량을 10~15% 감축하고, 정비사도 추가 고용하겠다”고 밝혔다.","제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",국내공식통계,N,N,정보부족,고용,정비사 수,"국토교통부, 항공안전백서, 대형 항공사, LCC",-,-,-,항공,-,-,-,2023년말,-,Y,확정,-,-,-,-,-,-,-,-,-,"국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.",high,N,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
A0009-C010,-,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.","◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.","이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.",국내공식통계,N,N,정보부족,고용,정비사 수,"LCC, 대형항공사, 정비사",-,-,-,항공,-,-,-,2023년말,-,Y,확정,-,-,-,-,-,-,-,-,-,"제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",high,N,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
A0009-C011,-,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.","제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",이는 그간 수차례 지적됐던 LCC의 안전 문제가 여전히 개선되지 않았음을 의미한다.,개별기업,N,N,개별기업,소매·소비,정비사 보유 비율,"제주항공, 진에어, LCC, 대형항공사, 정비사, 항공기 보유 대수",-,-,-,항공 산업,-,-,-,202501,-,M,확정,-,-,-,-,-,-,-,-,-,"이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.",high,N,-,HCX-007,v1.2-hcx-so-strval,2026-07-16
